date,p (mbar),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
2020-08-09 03:40:00,992.21,293.38,13.04,65.95,22.8,15.04,7.76,9.48,15.16,1174.05
2020-08-09 03:50:00,992.22,293.03,13.26,68.34,22.33,15.26,7.07,9.62,15.38,1175.33
2020-08-09 04:00:00,992.25,292.94,13.36,69.18,22.2,15.36,6.84,9.68,15.48,1175.67
2020-08-09 04:10:00,992.2,292.84,13.49,70.23,22.05,15.49,6.56,9.77,15.61,1176.0
2020-08-09 04:20:00,992.22,292.64,13.54,71.32,21.79,15.54,6.25,9.8,15.66,1176.77
2020-08-09 04:30:00,992.24,292.25,13.26,71.73,21.26,15.25,6.01,9.62,15.37,1178.49
2020-08-09 04:40:00,992.27,292.15,13.3,72.37,21.13,15.29,5.84,9.64,15.41,1178.91
2020-08-09 04:50:00,992.31,292.26,13.48,72.68,21.29,15.47,5.82,9.76,15.59,1178.39
2020-08-09 05:00:00,992.32,292.12,13.59,73.86,21.11,15.59,5.52,9.83,15.71,1178.92
2020-08-09 05:10:00,992.36,291.99,13.65,74.75,20.93,15.65,5.29,9.87,15.77,1179.47
2020-08-09 05:20:00,992.36,292.07,13.5,73.64,21.04,15.49,5.55,9.77,15.61,1179.22
2020-08-09 05:30:00,992.35,292.34,13.48,72.32,21.4,15.48,5.92,9.76,15.59,1178.12
2020-08-09 05:40:00,992.34,292.58,13.49,71.28,21.72,15.48,6.24,9.76,15.6,1177.13
2020-08-09 05:50:00,992.37,292.88,13.56,70.27,22.13,15.55,6.58,9.81,15.67,1175.93
2020-08-09 06:00:00,992.44,292.83,13.5,70.24,22.06,15.5,6.57,9.77,15.62,1176.24
2020-08-09 06:10:00,992.53,292.35,12.99,69.98,21.42,14.99,6.43,9.45,15.11,1178.48
2020-08-09 06:20:00,992.59,292.35,13.13,70.55,21.44,15.12,6.31,9.53,15.24,1178.44
2020-08-09 06:30:00,992.61,292.89,13.67,70.66,22.17,15.67,6.51,9.88,15.78,1176.05
2020-08-09 06:40:00,992.59,293.35,13.69,68.76,22.82,15.69,7.13,9.89,15.81,1174.16
2020-08-09 06:50:00,992.55,293.79,13.77,67.31,23.43,15.77,7.66,9.94,15.89,1172.35
2020-08-09 07:00:00,992.62,294.33,13.82,65.25,24.24,15.82,8.42,9.97,15.94,1170.22
2020-08-09 07:10:00,992.65,294.04,13.78,66.25,23.81,15.78,8.04,9.95,15.89,1171.43
2020-08-09 07:20:00,992.63,294.77,13.78,63.37,24.91,15.79,9.12,9.95,15.9,1168.5
2020-08-09 07:30:00,992.65,295.04,13.75,62.21,25.33,15.76,9.57,9.93,15.87,1167.47
2020-08-09 07:40:00,992.65,295.36,13.79,61.15,25.83,15.79,10.03,9.96,15.91,1166.18
2020-08-09 07:50:00,992.69,295.7,13.98,60.64,26.37,15.99,10.38,10.08,16.11,1164.79
2020-08-09 08:00:00,992.66,296.04,13.65,58.13,26.92,15.65,11.27,9.86,15.76,1163.58
2020-08-09 08:10:00,992.66,296.35,13.94,58.14,27.43,15.95,11.48,10.05,16.07,1162.22
2020-08-09 08:20:00,992.61,296.69,14.05,57.37,27.99,16.06,11.93,10.12,16.18,1160.81
2020-08-09 08:30:00,992.59,297.32,13.96,54.93,29.07,15.97,13.1,10.07,16.09,1158.37
2020-08-09 08:40:00,992.53,298.08,14.17,53.24,30.41,16.19,14.22,10.21,16.31,1155.28
2020-08-09 08:50:00,992.47,299.28,14.36,50.2,32.65,16.39,16.26,10.34,16.51,1150.51
2020-08-09 09:00:00,992.43,300.14,14.35,47.69,34.35,16.38,17.97,10.33,16.51,1147.17
2020-08-09 09:10:00,992.34,300.09,14.52,48.36,34.23,16.55,17.68,10.44,16.68,1147.22
2020-08-09 09:20:00,992.31,300.16,14.0,46.58,34.37,16.01,18.36,10.1,16.13,1147.15
2020-08-09 09:30:00,992.31,300.56,14.17,45.99,35.19,16.18,19.0,10.21,16.31,1145.55
2020-08-09 09:40:00,992.31,301.01,13.93,44.12,36.13,15.94,20.19,10.05,16.06,1143.93
2020-08-09 09:50:00,992.18,301.59,14.1,43.15,37.33,16.11,21.22,10.16,16.23,1141.59
2020-08-09 10:00:00,992.09,302.2,14.01,41.43,38.66,16.02,22.64,10.1,16.14,1139.26
2020-08-09 10:10:00,992.04,302.66,13.59,39.26,39.7,15.59,24.11,9.83,15.71,1137.64
2020-08-09 10:20:00,991.97,303.03,14.03,39.56,40.53,16.04,24.5,10.12,16.17,1136.01
2020-08-09 10:30:00,991.89,303.72,13.76,37.38,42.15,15.76,26.39,9.94,15.88,1133.49
2020-08-09 10:40:00,991.84,304.17,14.16,37.39,43.25,16.17,27.08,10.2,16.3,1131.58
2020-08-09 10:50:00,991.79,304.47,14.46,37.5,43.97,16.49,27.48,10.41,16.63,1130.3
2020-08-09 11:00:00,991.7,304.79,14.53,37.01,44.76,16.56,28.19,10.46,16.7,1129.01
2020-08-09 11:10:00,991.59,305.12,14.4,36.05,45.58,16.43,29.15,10.37,16.57,1127.76
2020-08-09 11:20:00,991.48,305.77,14.39,34.73,47.26,16.41,30.85,10.36,16.56,1125.27
2020-08-09 11:30:00,991.36,305.98,14.2,33.93,47.8,16.22,31.58,10.24,16.36,1124.48
2020-08-09 11:40:00,991.22,306.49,13.95,32.45,49.16,15.95,33.21,10.07,16.1,1122.6
2020-08-09 11:50:00,991.11,306.44,13.82,32.29,49.0,15.82,33.18,9.99,15.96,1122.75
2020-08-09 12:00:00,990.99,306.75,13.19,30.48,49.83,15.19,34.64,9.59,15.33,1121.79
2020-08-09 12:10:00,990.86,306.8,13.21,30.44,49.94,15.2,34.74,9.6,15.34,1121.48
2020-08-09 12:20:00,990.79,306.63,13.05,30.44,49.44,15.05,34.39,9.5,15.19,1122.13
2020-08-09 12:30:00,990.72,306.72,12.64,29.5,49.66,14.65,35.01,9.25,14.79,1121.93
2020-08-09 12:40:00,990.66,306.75,13.09,30.32,49.75,15.08,34.66,9.53,15.23,1121.56
2020-08-09 12:50:00,990.58,307.08,12.59,28.82,50.65,14.6,36.05,9.22,14.74,1120.51
2020-08-09 13:00:00,990.53,307.02,12.67,29.07,50.48,14.67,35.8,9.27,14.81,1120.64
2020-08-09 13:10:00,990.51,307.07,12.54,28.76,50.59,14.55,36.04,9.19,14.69,1120.52
2020-08-09 13:20:00,990.41,307.2,12.75,28.96,50.93,14.75,36.18,9.32,14.89,1119.89
2020-08-09 13:30:00,990.4,307.26,12.73,28.83,51.1,14.73,36.37,9.31,14.88,1119.66
2020-08-09 13:40:00,990.34,307.48,12.87,28.74,51.74,14.87,36.87,9.39,15.01,1118.73
2020-08-09 13:50:00,990.29,307.61,12.67,28.18,52.08,14.68,37.41,9.27,14.82,1118.32
2020-08-09 14:00:00,990.21,307.54,12.13,27.3,51.88,14.16,37.72,8.95,14.3,1118.71
2020-08-09 14:10:00,990.14,307.64,11.78,26.55,52.14,13.84,38.3,8.74,13.98,1118.44
2020-08-09 14:20:00,990.0,308.15,12.16,26.47,53.61,14.19,39.42,8.96,14.33,1116.31
2020-08-09 14:30:00,989.92,307.55,12.18,27.42,51.82,14.21,37.61,8.98,14.35,1118.43
2020-08-09 14:40:00,989.8,307.7,12.25,27.34,52.23,14.28,37.95,9.02,14.43,1117.75
2020-08-09 14:50:00,989.71,307.77,12.05,26.89,52.4,14.09,38.31,8.9,14.24,1117.51
2020-08-09 15:00:00,989.64,307.74,12.12,27.07,52.29,14.15,38.13,8.94,14.3,1117.55
2020-08-09 15:10:00,989.55,307.62,11.89,26.85,51.94,13.95,37.99,8.81,14.09,1117.98
2020-08-09 15:20:00,989.43,307.66,12.12,27.2,52.03,14.15,37.87,8.94,14.3,1117.64
2020-08-09 15:30:00,989.38,307.63,11.92,26.91,51.91,13.97,37.94,8.83,14.12,1117.81
2020-08-09 15:40:00,989.37,307.8,11.92,26.66,52.4,13.97,38.43,8.83,14.12,1117.18
2020-08-09 15:50:00,989.34,307.89,11.62,26.01,52.67,13.7,38.97,8.66,13.85,1116.93
2020-08-09 16:00:00,989.29,308.28,11.55,25.34,53.79,13.63,40.16,8.62,13.78,1115.53
2020-08-09 16:10:00,989.23,308.26,11.45,25.21,53.73,13.55,40.19,8.56,13.69,1115.57
2020-08-09 16:20:00,989.12,307.83,11.83,26.48,52.43,13.88,38.55,8.78,14.04,1116.9
2020-08-09 16:30:00,989.05,307.51,11.76,26.85,51.48,13.82,37.65,8.74,13.97,1118.05
2020-08-09 16:40:00,988.99,307.31,11.75,27.14,50.9,13.82,37.09,8.73,13.97,1118.71
2020-08-09 16:50:00,989.0,307.24,11.84,27.41,50.7,13.9,36.81,8.79,14.05,1118.94
2020-08-09 17:00:00,988.94,307.22,11.81,27.39,50.62,13.86,36.75,8.77,14.02,1119.0
2020-08-09 17:10:00,988.86,307.15,11.93,27.72,50.42,13.98,36.44,8.84,14.13,1119.11
2020-08-09 17:20:00,988.83,307.09,11.77,27.54,50.22,13.83,36.39,8.75,13.99,1119.4
2020-08-09 17:30:00,988.84,306.9,11.99,28.22,49.72,14.03,35.69,8.87,14.19,1119.98
2020-08-09 17:40:00,988.82,306.79,11.95,28.33,49.41,14.0,35.41,8.85,14.16,1120.38
2020-08-09 17:50:00,988.77,306.68,12.34,29.26,49.08,14.36,34.72,9.08,14.52,1120.6
2020-08-09 18:00:00,988.75,306.51,12.46,29.78,48.61,14.48,34.14,9.16,14.64,1121.15
2020-08-09 18:10:00,988.72,306.33,12.58,30.32,48.12,14.59,33.53,9.23,14.76,1121.73
2020-08-09 18:20:00,988.74,306.27,12.43,30.13,47.96,14.45,33.51,9.14,14.62,1122.03
2020-08-09 18:30:00,988.75,306.14,11.82,29.15,47.61,13.88,33.73,8.78,14.04,1122.77
2020-08-09 18:40:00,988.91,305.85,12.11,30.16,46.89,14.14,32.75,8.94,14.3,1123.83
2020-08-09 18:50:00,989.04,305.09,13.07,33.54,44.94,15.07,29.86,9.53,15.24,1126.35
2020-08-09 19:00:00,989.09,304.81,12.77,33.38,44.25,14.77,29.48,9.34,14.93,1127.54
2020-08-09 19:10:00,989.16,305.01,12.67,32.8,44.76,14.68,30.08,9.28,14.84,1126.92
2020-08-09 19:20:00,989.27,304.58,12.91,34.11,43.7,14.91,28.79,9.43,15.07,1128.51
2020-08-09 19:30:00,989.36,304.05,13.01,35.38,42.42,15.01,27.41,9.49,15.17,1130.5
2020-08-09 19:40:00,989.46,303.3,13.52,38.18,40.65,15.52,25.13,9.81,15.69,1133.16
2020-08-09 19:50:00,989.42,302.41,13.51,40.15,38.61,15.5,23.11,9.8,15.67,1136.47
2020-08-09 20:00:00,989.51,302.97,12.77,37.01,39.91,14.77,25.14,9.34,14.93,1134.74
2020-08-09 20:10:00,989.64,302.65,12.86,37.91,39.2,14.86,24.34,9.39,15.02,1136.02
2020-08-09 20:20:00,989.64,301.9,13.31,40.78,37.53,15.3,22.22,9.67,15.46,1138.66
2020-08-09 20:30:00,989.89,301.64,13.47,41.8,37.01,15.47,21.54,9.78,15.63,1139.78
2020-08-09 20:40:00,990.27,301.34,13.73,43.15,36.45,15.73,20.72,9.94,15.88,1141.1
2020-08-09 20:50:00,990.52,301.19,13.93,44.06,36.17,15.94,20.23,10.07,16.09,1141.79
2020-08-09 21:00:00,990.57,299.81,14.62,49.94,33.37,16.66,16.7,10.53,16.82,1146.76
2020-08-09 21:10:00,990.58,299.34,14.1,49.64,32.45,16.11,16.34,10.18,16.26,1148.82
2020-08-09 21:20:00,990.54,299.43,14.77,51.57,32.63,16.83,15.8,10.63,16.99,1148.11
2020-08-09 21:30:00,990.56,298.53,16.14,59.43,30.92,18.38,12.55,11.62,18.55,1150.92
2020-08-09 21:40:00,990.61,296.65,16.85,69.57,27.63,19.22,8.41,12.16,19.41,1157.88
2020-08-09 21:50:00,990.74,296.29,16.53,69.65,27.05,18.84,8.21,11.91,19.02,1159.57
2020-08-09 22:00:00,990.66,296.97,15.55,62.81,28.17,17.7,10.48,11.19,17.86,1157.36
2020-08-09 22:10:00,990.62,299.1,14.25,50.86,31.99,16.27,15.72,10.28,16.43,1149.72
2020-08-09 22:20:00,990.8,297.72,17.2,66.63,29.49,19.65,9.84,12.43,19.83,1153.7
2020-08-09 22:30:00,990.88,296.19,17.78,75.76,26.9,20.38,6.52,12.89,20.57,1159.4
2020-08-09 22:40:00,990.86,295.93,17.78,76.99,26.48,20.39,6.09,12.9,20.58,1160.4
2020-08-09 22:50:00,990.77,295.7,17.28,75.63,26.11,19.75,6.36,12.49,19.93,1161.48
2020-08-09 23:00:00,990.63,295.45,16.92,75.13,25.7,19.31,6.39,12.21,19.49,1162.54
2020-08-09 23:10:00,990.4,296.37,15.66,65.65,27.13,17.81,9.32,11.26,17.99,1159.43
2020-08-09 23:20:00,990.38,296.17,16.96,72.22,26.81,19.36,7.45,12.25,19.55,1159.5
2020-08-09 23:30:00,990.22,295.33,17.56,79.01,25.45,20.11,5.34,12.73,20.31,1162.33
2020-08-09 23:40:00,990.11,294.69,17.88,83.9,24.45,20.52,3.94,12.99,20.72,1164.58
2020-08-09 23:50:00,990.12,294.69,17.46,81.7,24.45,19.98,4.48,12.65,20.18,1164.84
2020-08-10 00:00:00,990.0,294.83,17.97,83.7,24.65,20.63,4.02,13.07,20.84,1163.89
2020-08-10 00:10:00,989.92,294.78,17.63,82.2,24.58,20.2,4.37,12.79,20.41,1164.18
2020-08-10 00:20:00,989.83,294.98,17.64,81.3,24.86,20.21,4.65,12.8,20.42,1163.32
2020-08-10 00:30:00,990.09,294.91,17.79,82.3,24.79,20.4,4.39,12.92,20.6,1163.74
2020-08-10 00:40:00,990.47,294.93,17.32,79.65,24.86,19.8,5.06,12.53,19.99,1164.26
2020-08-10 00:50:00,990.61,295.6,17.76,78.55,25.92,20.36,5.56,12.89,20.55,1161.49
2020-08-10 01:00:00,990.3,295.92,16.3,70.32,26.4,18.57,7.84,11.74,18.75,1160.75
2020-08-10 01:10:00,990.2,296.57,15.92,66.0,27.45,18.12,9.33,11.46,18.3,1158.32
2020-08-10 01:20:00,990.35,296.68,15.51,63.83,27.65,17.65,10.0,11.16,17.82,1158.23
2020-08-10 01:30:00,990.36,297.15,15.19,60.76,28.45,17.28,11.16,10.93,17.45,1156.57
2020-08-10 01:40:00,990.18,297.09,15.43,62.0,28.31,17.55,10.76,11.1,17.73,1156.55
2020-08-10 01:50:00,990.24,296.51,15.63,65.04,27.35,17.79,9.56,11.25,17.96,1158.74
2020-08-10 02:00:00,990.53,295.83,15.97,69.12,26.29,18.17,8.12,11.49,18.34,1161.47
2020-08-10 02:10:00,990.71,294.67,16.54,76.92,24.5,18.85,5.65,11.92,19.02,1165.93
2020-08-10 02:20:00,990.67,294.66,16.46,76.61,24.48,18.76,5.73,11.86,18.93,1165.96
2020-08-10 02:30:00,990.54,293.72,16.95,83.8,23.09,19.35,3.74,12.24,19.53,1169.32
2020-08-10 02:40:00,990.28,293.3,16.67,84.6,22.47,19.01,3.46,12.03,19.19,1170.92
2020-08-10 02:50:00,989.91,293.51,16.94,85.1,22.72,19.33,3.39,12.24,19.53,1169.61
2020-08-10 03:00:00,989.81,293.23,17.42,89.3,22.31,19.93,2.39,12.62,20.13,1170.39
2020-08-10 03:10:00,989.97,293.32,17.84,91.1,22.47,20.47,2.0,12.96,20.67,1169.89
2020-08-10 03:20:00,989.88,292.85,18.07,95.2,21.8,20.76,1.05,13.15,20.97,1171.58
2020-08-10 03:30:00,989.71,292.72,18.08,96.1,21.61,20.77,0.84,13.16,20.99,1171.93
2020-08-10 03:40:00,989.99,292.88,17.99,94.5,21.86,20.66,1.2,13.08,20.86,1171.6
2020-08-10 03:50:00,990.25,292.86,18.12,95.3,21.86,20.83,1.03,13.19,21.04,1171.83
2020-08-10 04:00:00,990.27,292.89,17.98,94.3,21.9,20.65,1.25,13.07,20.85,1171.81
2020-08-10 04:10:00,990.22,293.29,17.83,91.1,22.45,20.45,2.0,12.95,20.66,1170.24
2020-08-10 04:20:00,990.13,293.62,17.6,88.0,22.9,20.15,2.75,12.76,20.36,1168.99
2020-08-10 04:30:00,990.14,293.58,17.65,88.5,22.85,20.22,2.63,12.8,20.42,1169.13
2020-08-10 04:40:00,990.13,293.55,17.53,88.0,22.8,20.07,2.74,12.7,20.27,1169.31
2020-08-10 04:50:00,990.15,293.77,17.34,85.8,23.12,19.83,3.28,12.55,20.03,1168.56
2020-08-10 05:00:00,990.15,293.9,17.25,84.6,23.3,19.72,3.59,12.48,19.91,1168.09
2020-08-10 05:10:00,990.18,293.34,17.61,89.6,22.51,20.17,2.34,12.77,20.37,1170.16
2020-08-10 05:20:00,990.18,293.27,17.41,88.9,22.41,19.92,2.49,12.61,20.12,1170.55
2020-08-10 05:30:00,990.22,293.47,17.59,88.7,22.7,20.14,2.57,12.75,20.34,1169.66
2020-08-10 05:40:00,990.32,293.42,17.61,89.1,22.63,20.17,2.47,12.76,20.36,1169.97
2020-08-10 05:50:00,990.49,293.33,17.56,89.2,22.54,20.1,2.43,12.72,20.3,1170.48
2020-08-10 06:00:00,990.59,293.49,17.63,88.7,22.78,20.2,2.57,12.78,20.39,1169.87
2020-08-10 06:10:00,990.77,293.3,18.26,93.3,22.52,21.01,1.51,13.3,21.21,1170.44
2020-08-10 06:20:00,990.77,293.02,18.35,95.5,22.13,21.14,1.0,13.38,21.33,1171.51
2020-08-10 06:30:00,990.8,293.06,18.29,94.8,22.2,21.05,1.15,13.32,21.24,1171.38
2020-08-10 06:40:00,990.84,293.17,18.26,94.0,22.35,21.01,1.34,13.3,21.21,1171.0
2020-08-10 06:50:00,990.86,293.45,18.18,91.9,22.75,20.9,1.84,13.23,21.1,1169.96
2020-08-10 07:00:00,990.79,293.88,17.76,87.2,23.35,20.36,2.99,12.88,20.55,1168.44
2020-08-10 07:10:00,990.91,294.38,17.49,83.1,24.1,20.02,4.07,12.67,20.21,1166.71
2020-08-10 07:20:00,990.92,294.59,18.11,85.3,24.41,20.82,3.59,13.17,21.01,1165.53
2020-08-10 07:30:00,990.96,294.22,18.91,91.7,23.87,21.89,1.98,13.86,22.09,1166.52
2020-08-10 07:40:00,991.02,293.92,18.86,93.1,23.43,21.82,1.62,13.81,22.02,1167.82
2020-08-10 07:50:00,991.02,293.9,18.94,93.7,23.41,21.93,1.47,13.88,22.13,1167.85
2020-08-10 08:00:00,991.23,293.76,18.88,94.0,23.23,21.84,1.39,13.82,22.03,1168.62
2020-08-10 08:10:00,991.49,294.4,18.29,87.0,24.2,21.05,3.15,13.31,21.23,1166.65
2020-08-10 08:20:00,991.57,295.16,18.41,83.6,25.37,21.21,4.16,13.41,21.39,1163.63
2020-08-10 08:30:00,991.66,295.41,18.69,83.8,25.76,21.59,4.17,13.65,21.77,1162.58
2020-08-10 08:40:00,991.64,295.5,18.45,82.1,25.91,21.27,4.64,13.45,21.45,1162.34
2020-08-10 08:50:00,991.67,295.65,18.09,79.54,26.14,20.8,5.35,13.15,20.97,1162.0
2020-08-10 09:00:00,991.69,295.78,17.74,77.18,26.35,20.34,6.01,12.86,20.51,1161.71
2020-08-10 09:10:00,991.69,295.71,17.31,75.4,26.26,19.8,6.46,12.51,19.96,1162.19
2020-08-10 09:20:00,991.77,295.6,17.42,76.41,26.08,19.93,6.15,12.59,20.09,1162.66
2020-08-10 09:30:00,991.87,295.62,17.54,76.88,26.13,20.09,6.04,12.69,20.25,1162.59
2020-08-10 09:40:00,992.04,295.52,17.67,77.87,26.0,20.25,5.75,12.79,20.41,1163.04
2020-08-10 09:50:00,992.16,295.39,17.78,78.98,25.81,20.39,5.43,12.88,20.55,1163.59
2020-08-10 10:00:00,992.2,294.99,18.31,83.7,25.19,21.08,4.11,13.32,21.25,1164.9
2020-08-10 10:10:00,992.3,294.73,18.78,87.5,24.8,21.7,3.1,13.72,21.87,1165.74
2020-08-10 10:20:00,992.26,294.34,18.77,89.6,24.21,21.7,2.52,13.71,21.87,1167.24
2020-08-10 10:30:00,992.16,294.05,18.69,90.8,23.77,21.58,2.19,13.64,21.75,1168.36
2020-08-10 10:40:00,992.1,294.25,18.43,88.3,24.05,21.24,2.81,13.42,21.41,1167.69
2020-08-10 10:50:00,992.03,294.36,18.59,88.6,24.21,21.45,2.76,13.56,21.63,1167.08
2020-08-10 11:00:00,991.95,294.32,18.95,90.9,24.14,21.94,2.2,13.88,22.12,1166.96
2020-08-10 11:10:00,991.98,294.33,19.38,93.3,24.15,22.54,1.62,14.25,22.72,1166.69
2020-08-10 11:20:00,991.97,294.54,19.55,93.1,24.47,22.78,1.69,14.41,22.97,1165.73
2020-08-10 11:30:00,991.99,294.47,19.35,92.3,24.36,22.49,1.88,14.22,22.67,1166.17
2020-08-10 11:40:00,991.87,294.51,19.41,92.5,24.41,22.58,1.83,14.28,22.76,1165.86
2020-08-10 11:50:00,991.84,294.61,19.21,90.8,24.56,22.3,2.26,14.1,22.48,1165.56
2020-08-10 12:00:00,991.77,294.73,19.53,92.0,24.73,22.75,1.98,14.39,22.94,1164.84
2020-08-10 12:10:00,991.74,294.97,19.24,89.0,25.09,22.33,2.76,14.13,22.52,1164.04
2020-08-10 12:20:00,991.76,295.33,19.3,87.4,25.65,22.42,3.23,14.18,22.61,1162.6
2020-08-10 12:30:00,991.78,295.78,19.08,83.9,26.37,22.12,4.25,13.99,22.31,1160.98
2020-08-10 12:40:00,991.8,296.22,19.01,81.3,27.08,22.02,5.06,13.93,22.2,1159.32
2020-08-10 12:50:00,991.83,296.75,18.96,78.47,27.97,21.95,6.02,13.88,22.13,1157.32
2020-08-10 13:00:00,991.88,297.35,18.84,75.09,29.02,21.79,7.23,13.78,21.97,1155.07
2020-08-10 13:10:00,991.87,297.48,18.59,73.34,29.25,21.45,7.8,13.56,21.63,1154.7
2020-08-10 13:20:00,991.8,297.38,18.54,73.61,29.05,21.39,7.67,13.52,21.56,1155.07
2020-08-10 13:30:00,991.82,297.29,18.72,74.84,28.9,21.63,7.27,13.68,21.8,1155.34
2020-08-10 13:40:00,991.79,297.17,18.57,74.66,28.69,21.42,7.27,13.54,21.6,1155.87
2020-08-10 13:50:00,991.7,297.11,18.66,75.43,28.57,21.55,7.02,13.63,21.73,1155.97
2020-08-10 14:00:00,991.57,297.15,18.68,75.4,28.62,21.58,7.04,13.65,21.76,1155.69
2020-08-10 14:10:00,991.42,297.23,18.85,75.85,28.74,21.8,6.94,13.79,21.99,1155.14
2020-08-10 14:20:00,991.32,297.32,18.94,75.92,28.88,21.93,6.95,13.87,22.12,1154.66
2020-08-10 14:30:00,991.18,297.44,19.12,76.27,29.07,22.17,6.9,14.03,22.37,1153.96
2020-08-10 14:40:00,991.02,297.65,19.02,74.96,29.41,22.04,7.36,13.95,22.24,1153.09
2020-08-10 14:50:00,990.96,297.69,19.35,76.31,29.48,22.49,6.98,14.24,22.7,1152.66
2020-08-10 15:00:00,990.78,297.79,19.57,77.01,29.62,22.81,6.81,14.45,23.02,1152.0
2020-08-10 15:10:00,990.68,297.91,19.71,77.13,29.81,23.0,6.82,14.57,23.21,1151.37
2020-08-10 15:20:00,990.7,298.11,19.67,76.03,30.17,22.94,7.23,14.53,23.16,1150.65
2020-08-10 15:30:00,990.6,298.16,19.33,74.21,30.27,22.46,7.81,14.22,22.67,1150.55
2020-08-10 15:40:00,990.55,298.28,19.25,73.39,30.47,22.36,8.11,14.16,22.57,1150.11
2020-08-10 15:50:00,990.42,298.28,19.22,73.29,30.45,22.31,8.13,14.13,22.53,1150.02
2020-08-10 16:00:00,990.29,298.52,18.91,70.9,30.87,21.89,8.98,13.86,22.1,1149.17
2020-08-10 16:10:00,990.22,298.79,18.59,68.43,31.35,21.45,9.9,13.59,21.67,1148.27
2020-08-10 16:20:00,990.17,298.93,18.88,69.1,31.61,21.85,9.77,13.84,22.06,1147.5
2020-08-10 16:30:00,990.18,298.88,18.74,68.69,31.52,21.65,9.87,13.71,21.87,1147.79
2020-08-10 16:40:00,990.18,298.95,18.62,67.89,31.65,21.49,10.16,13.61,21.7,1147.59
2020-08-10 16:50:00,990.13,298.93,18.41,67.12,31.6,21.21,10.39,13.43,21.42,1147.78
2020-08-10 17:00:00,990.09,298.85,18.53,67.98,31.45,21.38,10.07,13.54,21.59,1147.96
2020-08-10 17:10:00,989.97,298.82,18.46,67.84,31.37,21.28,10.09,13.48,21.5,1148.02
2020-08-10 17:20:00,989.94,298.83,18.5,67.96,31.39,21.33,10.06,13.51,21.55,1147.92
2020-08-10 17:30:00,989.93,298.87,18.32,67.03,31.46,21.09,10.37,13.36,21.3,1147.86
2020-08-10 17:40:00,989.91,298.81,18.29,67.18,31.33,21.05,10.28,13.33,21.26,1148.13
2020-08-10 17:50:00,989.91,298.8,17.93,65.72,31.31,20.58,10.73,13.03,20.79,1148.37
2020-08-10 18:00:00,989.9,298.76,18.08,66.49,31.24,20.77,10.47,13.16,20.98,1148.43
2020-08-10 18:10:00,989.94,298.71,18.17,67.05,31.17,20.9,10.27,13.24,21.11,1148.58
2020-08-10 18:20:00,989.91,298.56,18.11,67.41,30.89,20.82,10.07,13.19,21.03,1149.15
2020-08-10 18:30:00,989.92,298.48,18.03,67.39,30.74,20.72,10.02,13.12,20.93,1149.52
2020-08-10 18:40:00,989.97,298.43,17.86,66.85,30.65,20.49,10.16,12.97,20.7,1149.87
2020-08-10 18:50:00,990.0,298.38,17.71,66.43,30.56,20.3,10.26,12.85,20.5,1150.19
2020-08-10 19:00:00,990.1,298.32,17.52,65.82,30.47,20.05,10.41,12.69,20.25,1150.61
2020-08-10 19:10:00,990.16,298.24,17.42,65.71,30.34,19.93,10.4,12.62,20.13,1151.0
2020-08-10 19:20:00,990.21,298.16,17.43,66.06,30.19,19.95,10.25,12.62,20.14,1151.36
2020-08-10 19:30:00,990.27,298.06,17.55,66.91,30.03,20.09,9.94,12.72,20.29,1151.72
2020-08-10 19:40:00,990.33,297.94,17.59,67.57,29.81,20.15,9.67,12.75,20.34,1152.23
2020-08-10 19:50:00,990.37,297.87,17.53,67.57,29.71,20.07,9.63,12.7,20.27,1152.54
2020-08-10 20:00:00,990.44,297.78,17.64,68.38,29.55,20.2,9.34,12.79,20.4,1152.91
2020-08-10 20:10:00,990.44,297.85,17.6,67.95,29.67,20.16,9.51,12.76,20.36,1152.66
2020-08-10 20:20:00,990.48,297.82,17.62,68.1,29.64,20.18,9.45,12.77,20.38,1152.78
2020-08-10 20:30:00,990.55,297.54,17.83,70.16,29.14,20.45,8.7,12.94,20.64,1153.83
2020-08-10 20:40:00,990.68,297.05,17.76,71.87,28.33,20.36,7.97,12.88,20.55,1155.85
2020-08-10 20:50:00,990.68,297.06,17.7,71.56,28.34,20.28,8.06,12.83,20.47,1155.85
2020-08-10 21:00:00,990.63,297.24,17.58,70.29,28.64,20.13,8.51,12.74,20.32,1155.19
2020-08-10 21:10:00,990.72,297.16,17.69,71.11,28.52,20.28,8.24,12.83,20.47,1155.5
2020-08-10 21:20:00,990.79,296.85,17.76,72.73,28.0,20.37,7.64,12.89,20.56,1156.72
2020-08-10 21:30:00,990.84,296.51,17.81,74.45,27.43,20.42,7.01,12.92,20.61,1158.08
2020-08-10 21:40:00,990.95,296.28,17.89,75.84,27.07,20.53,6.54,12.99,20.72,1159.03
2020-08-10 21:50:00,991.05,295.98,18.07,78.08,26.59,20.77,5.83,13.14,20.95,1160.18
2020-08-10 22:00:00,991.26,295.57,18.02,79.68,25.97,20.69,5.28,13.09,20.87,1161.99
2020-08-10 22:10:00,991.38,295.73,17.97,78.64,26.24,20.64,5.6,13.05,20.81,1161.49
2020-08-10 22:20:00,991.49,295.69,18.1,79.43,26.19,20.8,5.39,13.16,20.98,1161.66
